Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (CAD),@ qty,Minimum Quantity,Packaging,Series,Part Status,Resistance (Ohms),Tolerance,Power (Watts),Composition,Features,Temperature Coefficient,Operating Temperature,Package / Case,Supplier Device Package,Size / Dimension,Height - Seated (Max),Number of Terminations,Failure Rate
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P2.43KHCT-ND,ERJ-3EKF2431V,Panasonic Electronic Components,RES SMD 2.43K OHM 1% 1/10W 0603,129863,0,0.16,0,1,Cut Tape (CT),ERJ,Active,2.43k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P2.49KHCT-ND,ERJ-3EKF2491V,Panasonic Electronic Components,RES SMD 2.49K OHM 1% 1/10W 0603,43544,0,0.16,0,1,Cut Tape (CT),ERJ,Active,2.49k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P2.55KHCT-ND,ERJ-3EKF2551V,Panasonic Electronic Components,RES SMD 2.55K OHM 1% 1/10W 0603,14911,0,0.16,0,1,Cut Tape (CT),ERJ,Active,2.55k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P2.61KHCT-ND,ERJ-3EKF2611V,Panasonic Electronic Components,RES SMD 2.61K OHM 1% 1/10W 0603,63744,0,0.16,0,1,Cut Tape (CT),ERJ,Active,2.61k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P2.67KHCT-ND,ERJ-3EKF2671V,Panasonic Electronic Components,RES SMD 2.67K OHM 1% 1/10W 0603,139711,0,0.16,0,1,Cut Tape (CT),ERJ,Active,2.67k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P2.70KHCT-ND,ERJ-3EKF2701V,Panasonic Electronic Components,RES SMD 2.7K OHM 1% 1/10W 0603,1194,0,0.16,0,1,Cut Tape (CT),ERJ,Active,2.7k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P2.74KHCT-ND,ERJ-3EKF2741V,Panasonic Electronic Components,RES SMD 2.74K OHM 1% 1/10W 0603,78993,0,0.16,0,1,Cut Tape (CT),ERJ,Active,2.74k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P2.80KHCT-ND,ERJ-3EKF2801V,Panasonic Electronic Components,RES SMD 2.8K OHM 1% 1/10W 0603,7825,0,0.16,0,1,Cut Tape (CT),ERJ,Active,2.8k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P2.87KHCT-ND,ERJ-3EKF2871V,Panasonic Electronic Components,RES SMD 2.87K OHM 1% 1/10W 0603,19628,0,0.16,0,1,Cut Tape (CT),ERJ,Active,2.87k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P2.94KHCT-ND,ERJ-3EKF2941V,Panasonic Electronic Components,RES SMD 2.94K OHM 1% 1/10W 0603,99206,0,0.16,0,1,Cut Tape (CT),ERJ,Active,2.94k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P3.00KHCT-ND,ERJ-3EKF3001V,Panasonic Electronic Components,RES SMD 3K OHM 1% 1/10W 0603,183008,0,0.16,0,1,Cut Tape (CT),ERJ,Active,3k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P3.01KHCT-ND,ERJ-3EKF3011V,Panasonic Electronic Components,RES SMD 3.01K OHM 1% 1/10W 0603,0,0,0.16,0,1,Cut Tape (CT),ERJ,Active,3.01k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P3.09KHCT-ND,ERJ-3EKF3091V,Panasonic Electronic Components,RES SMD 3.09K OHM 1% 1/10W 0603,39701,0,0.16,0,1,Cut Tape (CT),ERJ,Active,3.09k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P3.16KHCT-ND,ERJ-3EKF3161V,Panasonic Electronic Components,RES SMD 3.16K OHM 1% 1/10W 0603,116848,0,0.16,0,1,Cut Tape (CT),ERJ,Active,3.16k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P3.24KHCT-ND,ERJ-3EKF3241V,Panasonic Electronic Components,RES SMD 3.24K OHM 1% 1/10W 0603,29792,0,0.16,0,1,Cut Tape (CT),ERJ,Active,3.24k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P3.30KHCT-ND,ERJ-3EKF3301V,Panasonic Electronic Components,RES SMD 3.3K OHM 1% 1/10W 0603,0,0,0.16,0,1,Cut Tape (CT),ERJ,Active,3.3k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P3.32KHCT-ND,ERJ-3EKF3321V,Panasonic Electronic Components,RES SMD 3.32K OHM 1% 1/10W 0603,134130,0,0.16,0,1,Cut Tape (CT),ERJ,Active,3.32k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P3.40KHCT-ND,ERJ-3EKF3401V,Panasonic Electronic Components,RES SMD 3.4K OHM 1% 1/10W 0603,81882,0,0.16,0,1,Cut Tape (CT),ERJ,Active,3.4k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P3.48KHCT-ND,ERJ-3EKF3481V,Panasonic Electronic Components,RES SMD 3.48K OHM 1% 1/10W 0603,76059,0,0.16,0,1,Cut Tape (CT),ERJ,Active,3.48k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P3.57KHCT-ND,ERJ-3EKF3571V,Panasonic Electronic Components,RES SMD 3.57K OHM 1% 1/10W 0603,105825,0,0.16,0,1,Cut Tape (CT),ERJ,Active,3.57k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P3.60KHCT-ND,ERJ-3EKF3601V,Panasonic Electronic Components,RES SMD 3.6K OHM 1% 1/10W 0603,0,0,0.16,0,1,Cut Tape (CT),ERJ,Active,3.6k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P3.65KHCT-ND,ERJ-3EKF3651V,Panasonic Electronic Components,RES SMD 3.65K OHM 1% 1/10W 0603,14963,0,0.16,0,1,Cut Tape (CT),ERJ,Active,3.65k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P3.74KHCT-ND,ERJ-3EKF3741V,Panasonic Electronic Components,RES SMD 3.74K OHM 1% 1/10W 0603,60300,0,0.16,0,1,Cut Tape (CT),ERJ,Active,3.74k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P3.83KHCT-ND,ERJ-3EKF3831V,Panasonic Electronic Components,RES SMD 3.83K OHM 1% 1/10W 0603,93170,0,0.16,0,1,Cut Tape (CT),ERJ,Active,3.83k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P3.90KHCT-ND,ERJ-3EKF3901V,Panasonic Electronic Components,RES SMD 3.9K OHM 1% 1/10W 0603,74166,0,0.16,0,1,Cut Tape (CT),ERJ,Active,3.9k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P3.92KHCT-ND,ERJ-3EKF3921V,Panasonic Electronic Components,RES SMD 3.92K OHM 1% 1/10W 0603,70865,0,0.16,0,1,Cut Tape (CT),ERJ,Active,3.92k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P4.02KHCT-ND,ERJ-3EKF4021V,Panasonic Electronic Components,RES SMD 4.02K OHM 1% 1/10W 0603,258270,0,0.16,0,1,Cut Tape (CT),ERJ,Active,4.02k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P4.12KHCT-ND,ERJ-3EKF4121V,Panasonic Electronic Components,RES SMD 4.12K OHM 1% 1/10W 0603,93967,0,0.16,0,1,Cut Tape (CT),ERJ,Active,4.12k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P4.22KHCT-ND,ERJ-3EKF4221V,Panasonic Electronic Components,RES SMD 4.22K OHM 1% 1/10W 0603,27727,0,0.16,0,1,Cut Tape (CT),ERJ,Active,4.22k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P4.30KHCT-ND,ERJ-3EKF4301V,Panasonic Electronic Components,RES SMD 4.3K OHM 1% 1/10W 0603,209060,0,0.16,0,1,Cut Tape (CT),ERJ,Active,4.3k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P4.32KHCT-ND,ERJ-3EKF4321V,Panasonic Electronic Components,RES SMD 4.32K OHM 1% 1/10W 0603,175222,0,0.16,0,1,Cut Tape (CT),ERJ,Active,4.32k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P4.42KHCT-ND,ERJ-3EKF4421V,Panasonic Electronic Components,RES SMD 4.42K OHM 1% 1/10W 0603,50544,0,0.16,0,1,Cut Tape (CT),ERJ,Active,4.42k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P4.53KHCT-ND,ERJ-3EKF4531V,Panasonic Electronic Components,RES SMD 4.53K OHM 1% 1/10W 0603,164508,0,0.16,0,1,Cut Tape (CT),ERJ,Active,4.53k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P4.64KHCT-ND,ERJ-3EKF4641V,Panasonic Electronic Components,RES SMD 4.64K OHM 1% 1/10W 0603,37017,0,0.16,0,1,Cut Tape (CT),ERJ,Active,4.64k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P4.70KHCT-ND,ERJ-3EKF4701V,Panasonic Electronic Components,RES SMD 4.7K OHM 1% 1/10W 0603,357340,0,0.16,0,1,Cut Tape (CT),ERJ,Active,4.7k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P4.75KHCT-ND,ERJ-3EKF4751V,Panasonic Electronic Components,RES SMD 4.75K OHM 1% 1/10W 0603,340001,0,0.16,0,1,Cut Tape (CT),ERJ,Active,4.75k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P4.87KHCT-ND,ERJ-3EKF4871V,Panasonic Electronic Components,RES SMD 4.87K OHM 1% 1/10W 0603,39993,0,0.16,0,1,Cut Tape (CT),ERJ,Active,4.87k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P4.99KHCT-ND,ERJ-3EKF4991V,Panasonic Electronic Components,RES SMD 4.99K OHM 1% 1/10W 0603,38144,0,0.16,0,1,Cut Tape (CT),ERJ,Active,4.99k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P5.10KHCT-ND,ERJ-3EKF5101V,Panasonic Electronic Components,RES SMD 5.1K OHM 1% 1/10W 0603,30747,0,0.16,0,1,Cut Tape (CT),ERJ,Active,5.1k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P5.11KHCT-ND,ERJ-3EKF5111V,Panasonic Electronic Components,RES SMD 5.11K OHM 1% 1/10W 0603,17,0,0.16,0,1,Cut Tape (CT),ERJ,Active,5.11k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P5.23KHCT-ND,ERJ-3EKF5231V,Panasonic Electronic Components,RES SMD 5.23K OHM 1% 1/10W 0603,144304,0,0.16,0,1,Cut Tape (CT),ERJ,Active,5.23k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P5.36KHCT-ND,ERJ-3EKF5361V,Panasonic Electronic Components,RES SMD 5.36K OHM 1% 1/10W 0603,25567,0,0.16,0,1,Cut Tape (CT),ERJ,Active,5.36k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P5.49KHCT-ND,ERJ-3EKF5491V,Panasonic Electronic Components,RES SMD 5.49K OHM 1% 1/10W 0603,45995,0,0.16,0,1,Cut Tape (CT),ERJ,Active,5.49k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P5.60KHCT-ND,ERJ-3EKF5601V,Panasonic Electronic Components,RES SMD 5.6K OHM 1% 1/10W 0603,69458,0,0.16,0,1,Cut Tape (CT),ERJ,Active,5.6k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P5.62KHCT-ND,ERJ-3EKF5621V,Panasonic Electronic Components,RES SMD 5.62K OHM 1% 1/10W 0603,104388,0,0.16,0,1,Cut Tape (CT),ERJ,Active,5.62k,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
